iso3,gdp_per_capita,gdp_growth,inflation,unemployment,population,population_growth,birth_rate,death_rate,life_expectancy,fertility_rate,internet_users,electricity_access,urban_population_pct,gdp_current_usd,literacy_rate,secondary_enrollment,physicians_per_1000,industry_value_added_pct,agriculture_value_added_pct
CPV,4323.31362032709,15.843675684642,7.93092925430087,12.239,519741,0.596688345869947,12.438,5.004,75.907,1.533,72.7601,97.1,75.033738060849,2247003344.34242,,96.4315940376876,0.718,11.0789238411144,4.95404868851136
KHM,2325.03050040841,5.12990110773977,5.34370264895437,0.245,17201724,1.33088813106016,21.279,6.323,70.528,2.616,59.6606,92.3,40.374616187368,,,,,,
CMR,1604.87726954895,3.7367840056412,6.24767713343861,3.646,27632771,2.62905090961273,34.268,7.673,62.443,4.397,41.775,71.0,54.8458745688318,44347206072.5513,,45.6066724321371,0.136,27.1303593377196,16.5461644132745
CAN,56256.8007264015,4.18903628100851,6.80280115341613,5.279,38935934,1.80390457488184,9.0,8.6,81.2453658536585,1.33,94.0,100.0,82.3500897353968,,,,,,
CYM,93030.7051447803,5.77566708028824,,,71591,2.09324575309515,12.192,4.82,79.984,1.541,,100.0,100.0,,,,,,
CAF,467.359825026238,0.453901876447787,5.58316735183247,6.287,5098039,-0.275432271573156,45.425,55.126,18.818,6.023,,15.7,43.2751967457285,,,,,,
TCD,966.036468278568,4.12969897676332,5.78802687843616,1.081,18455316,3.45668911084691,43.35,11.486,54.528,6.215,12.4865,11.7,25.7635558629694,,,,,,
CHI,67627.1417347907,5.34196140375869,,5.923,167215,0.283869921965387,8.2,10.3,81.0,1.37,,100.0,32.7920439098264,,,,,,
CHL,15405.6165774073,2.15399356192458,11.643866711056,8.249,19553036,0.495789591494285,9.672,7.573,79.176,1.255,93.5377,100.0,88.6395352768685,301226575540.242,,106.068328857422,3.178,31.0330474006021,3.23467925849162
CHN,12970.6056414327,3.1341888719577,1.97357555739051,4.98,1412175000,-0.0130995013525784,6.77,7.37,78.202,1.034,75.6113,100.0,65.2176361083984,,,,,,
COL,6680.44506854481,7.32827729427979,10.1772313546166,10.541,51737944,1.06829295530618,13.731,5.881,76.508,1.663,72.7964,100.0,78.0464633137335,345632492851.448,95.3138834471897,101.573776245117,,26.1230022316952,8.83154473689041
COM,1465.479642862,2.60301031927843,12.5320314570999,3.879,834188,1.93837687010445,29.062,7.3,66.481,3.935,32.7685,89.9,32.7746035528748,,,,,,
COD,687.738587554685,9.31116944064918,,4.54,102396968,3.2234019442495,41.623,8.93,60.979,6.106,29.4996,21.5,44.003287663813,,,,,,
COG,2620.83804267402,1.47535613247133,3.04344334698478,20.131,6035104,2.39665300284304,30.941,6.571,65.0,4.215,37.4939,50.6,63.6422003342807,,,,,,
CRI,13625.9008491328,4.55149177958398,8.27477490232654,11.325,5081765,0.429453043658398,10.319,6.106,79.316,1.335,82.598,100.0,78.4405687613972,69243626028.5936,,131.907592773438,2.687,20.6464381116167,4.14007362090085
CIV,2333.37128301259,6.39988362720531,5.23352856100843,2.31,30395002,2.51622934953513,32.5,7.816,61.562,4.349,38.4133,72.0,52.8492549676673,70922824813.9102,,54.0714108290486,0.162,23.0445423474416,16.5843332097616
HRV,18465.5414420364,7.29445343642668,10.7805806758686,6.811,3855641,-0.603521952188318,8.8,14.8,77.5756097560976,1.53,82.0716,100.0,56.9977571733605,71196498671.1145,,105.577796936035,3.909,20.0657707482195,3.39322387924406
CUW,20057.1404747175,6.90599999999999,,,153321,-0.408112025783182,8.2,10.4,76.729,1.3,,100.0,91.4007684350799,,,,,,
CYP,33231.04296875,8.27372597293814,8.39548297993334,6.806,1331370,1.06174678712373,11.048,7.693,80.434,1.393,89.601,100.0,66.6694829407584,31218038929.0919,,104.005722045898,3.556,10.375046731535,1.186076126012
CZE,28282.2236715857,2.8471706583814,15.1001651468371,2.224,10672118,1.5709725672011,9.5,11.3,78.9292682926829,1.64,84.5401,100.0,72.6967638379524,301831228325.556,,102.935562133789,4.352,29.2185730464326,2.07634975500264
DNK,67781.0940939514,0.443832614908331,7.6965669988926,4.434,5903037,0.787502464739957,9.9,10.1,81.3048780487805,1.55,97.8601,100.0,88.3880239837703,,,,,,
DJI,3133.25779772463,5.16653702854374,5.17980847967061,26.272,1137096,1.40352932560807,21.032,7.544,65.54,2.653,63.2573,65.0,72.6109938538856,,,,,,
DMA,9323.66089490562,10.3968076616121,2.88490226829353,,66826,-0.561078261856387,11.146,12.908,71.081,1.482,83.3101,100.0,72.682648635692,,,,,,
DOM,10104.2449349081,5.23795652902595,8.81109209279587,5.504,11230734,0.959629735113671,18.255,5.899,74.211,2.267,81.5127,98.1,72.4203155643711,113478087134.8,93.7022375646963,76.5283197247412,2.234,30.8255427451738,4.15371984188711
ECU,6515.58528418336,5.86842354862311,3.46616972213077,3.713,17823897,0.796723652034201,15.423,5.363,76.577,1.861,69.7181,100.0,63.0901835932266,116133121000.0,96.2600021362305,94.1335305764161,,29.5835905417542,7.39303992355462
EGY,4233.30783744856,6.58784560886967,13.8956609775178,6.546,112618250,1.48609697540294,21.091,5.675,71.01,2.75,72.1981,100.0,42.6325129008032,,,,,,
SLV,5074.60210221806,2.95461516549889,7.19861615609867,2.999,6280319,0.39146192798287,15.92,7.459,71.969,1.785,65.5298,100.0,74.1465021298679,31870120000.0,89.3518526572018,65.2267824913058,1.566,23.7319470400488,4.55875283808156
GNQ,7589.29964909381,3.22350831658598,4.78671704710803,8.334,1803545,2.5130374213272,30.123,8.015,63.355,4.17,59.3433,67.0,70.8910029445467,,,,,,
EST,28340.3826549406,-1.22616966587796,19.3982634080616,5.571,1348840,1.33655151148286,8.6,12.8,77.8439024390244,1.41,91.5202,100.0,70.4892333736738,38226641740.29,,112.551849365234,3.469,23.0907684533786,2.44640859997873
SWZ,3894.1620089869,0.386070835562705,,36.472,1218917,1.01620740015869,24.611,8.1,63.028,2.801,57.465,82.3,25.396682918542,4746660273.50829,90.75,88.2913589477539,0.561,34.6863783098992,7.57116956723157
ETH,982.103161506992,5.32175988403378,33.8898797100898,3.386,125384287,2.62269500936104,32.413,6.093,66.897,4.082,,55.4,22.7367687225342,123140304666.0,60.4599990844727,,0.105,22.7175269590867,37.6422268385035
FRO,67058.2022648126,3.86099981669155,,,53912,1.14918061925921,11.8,9.1,82.9439024390244,2.0713,,100.0,38.9959824546757,,,,,,
FJI,5414.12092119088,17.7451269773594,4.32011856243056,5.403,919422,0.295294727557318,18.242,9.299,67.148,2.305,78.2433,92.0,58.1352701465266,,,,,,
FIN,50440.560224974,0.763041912763526,7.12350773301402,6.719,5556106,0.271944526506117,8.1,11.4,81.1878048780488,1.32,92.9888,100.0,73.6967597835949,,,,,,
FRA,40988.6396406579,2.71676264185913,5.22236748369735,7.303,68184457,0.502320929337976,10.7,9.9,82.1292682926829,1.79,85.3333,100.0,78.7591921123356,2794788137066.94,,104.316436767578,3.281,15.769153788105,1.72017137018833
PYF,20053.9569369322,2.9373470716322,,11.793,280378,0.209222276724143,11.156,3.529,83.859,1.515,,100.0,61.6913806937112,,,,,,
GAB,8409.2074145028,3.03761449530657,4.23124798274579,20.319,2430747,2.24763901253797,28.3,6.519,67.713,3.712,70.7069,93.5,91.2243355459988,,,,,,
GMB,836.244875868476,5.49299823010114,11.5131198380505,6.067,2636470,2.31992109797091,30.771,6.635,64.859,4.078,44.0389,65.4,63.2869880996278,,,,,,
GEO,6729.84659930283,10.9585321385624,11.8981654203198,11.621,3712502,0.104889950638883,11.612,12.211,74.141,1.82,78.7113,100.0,60.0101622679115,24984568959.605,99.5699996948242,103.710205488304,5.538,21.329779714521,6.63235520175679
DEU,50506.5179638543,1.8092581243061,6.87257438551097,3.137,83177813,-0.0219565701848977,8.8,12.7,80.6080487804878,1.455,91.6298,100.0,81.7867852780995,4201021706478.62,,100.81729888916,4.534,25.560348825259,0.994638278032481
GHA,2229.89122647803,3.80484980952164,31.2558951049016,2.87,33149152,1.92029034344132,26.596,7.095,65.246,3.434,69.3607,85.1,57.250609602871,73919003209.9866,,77.8168696801948,0.143,31.470050505779,19.5136382027158
GRC,20886.5243087629,5.52198580589408,9.64525981280632,12.426,10436882,-1.25988945727074,7.3,13.4,80.7878048780488,1.32,83.1707,100.0,78.5502190980809,217990189600.69,,106.21671295166,6.576,16.7201143496111,3.78490731948212
GRL,55635.0006491223,2.00455580865604,,,56661,0.0141200557976914,13.2,9.3,71.5404878048781,1.818,,100.0,87.8049405256832,,,,,,
GRD,10469.3867012856,7.31023806981959,2.5805392590792,,116913,0.192636221230939,11.935,8.763,75.151,1.502,74.2689,94.2,36.3688840183487,,,,,,
GUM,41833.1517132825,5.09986426216793,,5.383,165180,0.881705873116992,18.008,6.736,77.102,2.819,,100.0,94.1068261842046,,,,,,
